<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2019.12.05;110655;111330;110135;110715;1750332;8171170;5
2019.12.06;110945;111640;110815;111135;1292264;5767763;5
2019.12.09;110930;111570;110910;111155;1264325;5825509;5
2019.12.10;110810;111330;110255;110785;1434097;6429902;5
2019.12.11;111000;111285;110600;111055;1514203;7143953;5
2019.12.12;111505;112595;111380;112285;1372264;6978572;5
2019.12.13;112500;112970;111880;112720;1762805;8241239;5
2019.12.16;112970;113345;111905;112150;1295127;5890989;5
2019.12.17;112395;112820;111950;112530;1611896;7415092;5
2019.12.18;113355;114995;113010;114980;1374394;6445153;5
2019.12.19;114755;115895;114330;115785;1504334;6883437;5
2019.12.20;115630;116025;115125;115750;1580226;6685538;5
2019.12.23;115955;116440;115535;116380;1108206;4677312;5
2019.12.26;116580;117925;116235;117700;1112884;4895311;5
2019.12.27;117800;118570;116560;116880;1804596;7321777;5
2019.12.30;116960;117720;115770;115770;1554208;6241114;5
2020.01.02;117070;119100;116865;119100;1677027;7389956;5
2020.01.03;117410;119405;116995;118285;2241076;9160675;5
2020.01.06;117790;118260;116785;117360;2347932;9733277;5
2020.01.07;117760;117925;116340;117110;2108472;8851342;5
2020.01.08;117205;117885;116080;116295;2468876;10371140;5
2020.01.09;117240;117355;115810;116355;2407838;10122131;5
2020.01.10;116815;117230;115320;115940;2036202;8659952;5
2020.01.13;116330;117890;116120;117875;2124337;8747811;5
2020.01.14;117690;118100;116955;117900;1994508;9082836;5
2020.01.15;117820;117840;116525;116790;2078259;8628689;5
2020.01.16;117100;117540;116230;117030;2126544;9109108;5
2020.01.17;117400;118810;117225;118800;1631927;6737240;5
2020.01.20;118605;119175;118135;119090;1788189;6884522;5
2020.01.21;118300;118900;117100;117210;2112895;8900663;5
2020.01.22;117770;118670;117685;118550;1822010;7632209;5
2020.01.23;118200;119875;117115;119785;2410205;10331062;5
2020.01.24;119895;120080;118270;118500;2581703;10847237;5
2020.01.27;116600;116890;114450;114670;2663455;10963937;5
2020.01.28;115045;117050;114930;116585;2580298;10865129;5
2020.01.29;116990;117395;115260;115540;2855020;11135682;5
2020.01.30;114260;115785;112910;115500;2932368;12067898;5
2020.01.31;114600;114685;113220;113880;3202167;12696367;5
2020.02.03;114450;115500;113595;114760;2611679;11034811;5
2020.02.04;116275;116785;115570;115670;2562897;10835019;5
2020.02.05;116795;117855;116170;116450;2310479;10562287;5
2020.02.06;117000;117535;114775;115250;2578560;11004752;5
2020.02.07;114875;115245;113535;113570;2502520;10296452;5
2020.02.10;113655;114195;112135;113105;2652879;9936696;5
2020.02.11;113735;115620;113565;115420;2743154;10984206;5
2020.02.12;117020;118420;116310;117350;2311801;9801557;5
2020.02.13;116105;116705;115440;116195;2651450;10617027;5
2020.02.14;116750;116930;114765;114975;2320992;9646715;5
2020.02.17;115500;116395;115320;115700;1937670;7375245;5
2020.02.18;114850;115760;114140;115760;2277121;9135614;5
2020.02.19;115950;117220;115280;116980;2335084;9365027;5
2020.02.20;116720;117180;114900;114900;2886348;11377650;5
2020.02.21;114400;114510;113180;114275;2580406;9684063;5
2020.02.26;108710;109135;105470;106085;2393117;9279459;5
2020.02.27;104750;107185;103000;103070;4509057;17392440;5
2020.02.28;101350;104920;100335;104915;4854575;19141566;5
2020.03.02;103860;107760;103090;107500;4395056;16226490;5
2020.03.03;107655;109960;104775;105600;4750908;17847346;5
2020.03.04;107500;108495;105350;107415;3922750;14430307;5
2020.03.05;105800;106545;100760;102600;3767106;14792535;5
2020.03.06;99090;99805;97165;98040;4508139;15398343;5
2020.03.09;88540;90890;86080;86080;2197208;4901004;5
2020.03.10;90665;92780;87355;92625;4992175;12517084;5
2020.03.11;89600;90680;80540;80580;3928776;11249393;5
2020.03.12;76365;76365;72125;72125;102405;338277;5
2020.03.13;79300;82940;72510;80020;1642597;2892333;5
2020.03.16;74415;76425;70280;70280;1970324;3356663;5
2020.03.17;70625;77410;70600;73300;3424496;5456038;5
2020.03.18;67255;70300;63520;68100;1513143;2508849;5
2020.03.19;66150;70060;61450;65500;3094171;4707757;5
2020.03.20;69805;72385;65780;66390;5251157;8133013;5
2020.03.23;64240;69965;61900;63920;4907702;8148760;5
2020.03.24;68380;71700;66670;69000;2947793;5782298;5
2020.03.25;68510;76800;67740;74600;4616869;9677961;5
2020.03.26;73100;78850;72215;77650;4815725;10161881;5
2020.03.27;74760;75810;72500;73450;4617316;10117765;5
2020.03.30;73400;75160;72820;75160;4338541;10195830;5
2020.03.31;75100;75485;71880;71950;3809717;10310565;5
2020.04.01;69925;71570;68870;71200;4059619;10625357;5
2020.04.02;72810;74040;71010;72250;4467869;11036750;5
2020.04.03;72450;73275;67710;69300;4729798;11063620;5
2020.04.06;72650;75370;72150;74400;3829335;10796056;5
2020.04.07;77800;79985;76070;76595;4714287;13796891;5
2020.04.08;77050;79180;76115;79090;4258509;12376798;5
2020.04.09;78510;80470;77420;78190;4286614;13011716;5
2020.04.13;77520;79345;76315;79255;4343568;13303853;5
2020.04.14;80290;81725;79800;80185;3570947;11191069;5
2020.04.15;78115;80280;77810;79520;3191484;10153544;5
2020.04.16;79950;80400;77635;79365;3465435;11772727;5
2020.04.17;81000;81000;77945;79300;3265967;10812650;5
2020.04.20;76890;80455;76780;79550;3486536;11237363;5
2020.04.22;78750;81500;78340;80515;3435496;10579972;5
2020.04.23;80500;81960;78700;79550;3794100;11735907;5
2020.04.24;79020;79020;71800;76800;3583076;9757622;5
2020.04.27;78000;78925;76420;78250;3898974;10490247;5
2020.04.28;79900;81710;79650;81530;3387426;10052396;5
2020.04.29;82160;84240;81810;84240;3322925;9141327;5
2020.04.30;82880;83070;79955;80100;3496520;10239580;5
2020.05.04;77350;79360;77050;79090;2652064;8327032;5
2020.05.05;80200;81290;79225;80300;3144866;9912857;5
2020.05.06;80235;80500;78110;78745;3127581;10190759;5
2020.05.07;79990;80885;78105;78870;3396773;10897353;5
2020.05.08;79460;80985;79100;80615;2745798;8849274;5
2020.05.11;79465;80820;78725;79000;2962059;9543907;5
2020.05.12;79550;80445;77530;77600;3171228;10439537;5
2020.05.13;79000;79165;77170;78500;3168833;10559032;5
2020.05.14;77520;79530;75680;79405;3527738;12318040;5
2020.05.15;78610;79700;77275;77590;3622708;11477319;5
2020.05.18;79535;81635;79385;81490;2735766;9652567;5
2020.05.19;81365;82350;80565;80900;3137030;10753716;5
2020.05.20;81635;82435;80920;81615;2751556;9613438;5
2020.05.21;81085;83490;80875;83280;2884172;10170426;5
2020.05.22;82995;84390;81500;84310;3230932;10275274;5
2020.05.25;85245;86115;84725;86010;2476156;6928502;5
2020.05.26;86680;87445;85360;86085;3414689;10501042;5
2020.05.27;86775;88260;86005;88105;2962259;9835986;5
2020.05.28;87915;88210;86595;86595;3239056;10336698;5
2020.05.29;86605;87625;85365;87570;3163600;10148118;5
2020.06.01;87500;89155;86670;88830;2442070;8379481;5
2020.06.02;89655;91500;89145;91470;2441950;8561004;5
2020.06.03;91525;93835;91520;92670;2959203;10458872;5
2020.06.04;92110;94270;91970;93815;3263943;10772458;5
2020.06.05;95445;97450;94300;94450;3262007;10537603;5
2020.06.08;95670;97820;95460;97665;2939285;9821352;5
2020.06.09;96700;97390;95505;96520;2922188;9239240;5
2020.06.10;97020;97975;94325;94325;3926880;13069050;5
2020.06.12;91400;93370;90675;92995;4615676;13385302;5
2020.06.15;90695;93190;89935;92520;4370343;13990435;5
2020.06.16;94300;95675;93000;93900;66443;117422;5
2020.06.17;94585;96840;94125;95560;3128108;10283563;5
2020.06.18;94180;97395;93985;95920;3369157;10945682;5
2020.06.19;97155;97950;95985;96250;3587467;11944235;5
2020.06.22;97435;97520;95025;95800;2843563;9733415;5
2020.06.23;97090;97670;95840;95850;3166095;10952436;5
2020.06.24;95200;96120;93370;94725;3609378;12459087;5
2020.06.25;93810;96515;93785;96190;3560527;11902114;5
2020.06.26;95990;96125;93420;93450;3482497;12312571;5
2020.06.29;94230;96270;93945;96180;3566416;12118985;5
2020.06.30;95800;96495;94905;95100;3389293;11473078;5
2020.07.01;94420;97110;94390;96130;3270984;11688509;5
2020.07.02;97515;98180;96120;96480;3375885;11419129;5
2020.07.03;96630;96990;96010;96990;2086825;6828199;5
2020.07.06;98605;99490;98300;99260;2813214;10349527;5
2020.07.07;98530;99110;97370;97950;3172966;11969547;5
2020.07.08;98350;100175;98210;100150;3071309;11523493;5
2020.07.09;99900;100385;98925;99100;3292194;11965440;5
2020.07.10;98900;100250;98575;99900;2864018;10672868;5
2020.07.13;100750;101040;98300;98300;3098799;11323136;5
2020.07.14;99195;100685;98360;100640;3929674;14311329;5
2020.07.15;101805;102295;100810;102045;3407166;12983593;5
2020.07.16;101360;101630;100230;100885;3081691;11224120;5
2020.07.17;101255;103300;101140;103300;2592893;10014921;5
2020.07.20;102880;104550;102755;104220;2528524;10092824;5
2020.07.21;105125;105520;103810;104430;3182697;12651949;5
2020.07.22;104030;105140;103305;104495;3390974;13669025;5
2020.07.23;105185;105305;102120;102465;3490165;13842556;5
2020.07.24;102100;102835;100910;102530;3624692;14311975;5
2020.07.27;103130;104695;102575;104180;3209307;11846105;5
2020.07.28;103800;104805;103500;103900;3346161;12040880;5
2020.07.29;104440;105790;104310;105425;2906042;9811660;5
2020.07.30;104820;105880;103930;105840;3344987;12076896;5
2020.07.31;105420;105795;102620;103100;3476801;13123662;5
2020.08.03;103995;104100;102320;103100;3560054;12669617;5
2020.08.04;102450;102890;99950;101800;4154499;14370316;5
2020.08.05;102580;103865;101925;102880;3744578;12886418;5
2020.08.06;102380;104660;102085;103875;3847773;13532064;5
2020.08.07;103155;104285;101900;102680;3802014;12650414;5
2020.08.10;103200;103970;101235;103095;3790032;12978427;5
2020.08.11;104325;104670;101850;102340;3824383;14048378;5
2020.08.12;102880;103360;100855;102875;3523991;12856823;5
2020.08.13;102600;103525;100265;100395;3914842;14341178;5
2020.08.14;100395;101990;99775;101590;3487551;11841786;5
2020.08.17;101095;101925;98665;99800;3755683;13120324;5
2020.08.18;101175;102520;100960;102135;3368961;11542070;5
2020.08.19;101665;102725;100655;100990;3526591;12253676;5
2020.08.20;99030;102035;98890;101350;3692137;12474851;5
2020.08.21;100895;101815;100490;101350;3160517;11456816;5
2020.08.24;102610;102950;101770;102550;3000589;10450798;5
2020.08.25;102835;103090;101730;102090;2966029;11531830;5
2020.08.26;101995;102710;99450;100630;3309488;11592431;5
2020.08.27;100665;101825;99925;101060;3691095;12490794;5
2020.08.28;101535;102585;100990;102500;2804327;9780601;5
2020.08.31;102435;102450;99520;99730;3254639;11454544;5
2020.09.01;100450;102475;100290;102190;3078557;10882242;5
2020.09.02;102600;103090;100940;102520;3669933;11871021;5
2020.09.03;102095;103445;99830;101060;4383392;15230384;5
2020.09.04;100920;102005;99030;100990;4062338;14240067;5
2020.09.08;99910;100890;99410;100065;4080602;13961297;5
2020.09.09;100780;101840;100560;101310;3544382;12219650;5
2020.09.10;100990;101690;98310;98360;3822395;14241397;5
2020.09.11;99250;99560;97790;98150;3974957;14329686;5
2020.09.14;99250;100660;99005;100170;3629218;12226270;5
2020.09.15;100940;101150;99700;100425;3829048;12768300;5
2020.09.16;100825;100880;99660;99700;3813262;13274549;5
2020.09.17;98850;100390;98565;100250;3396040;12091634;5
2020.09.18;100100;100155;97960;98090;3440944;13070711;5
2020.09.21;96720;97370;95820;96940;3755998;12982175;5
2020.09.22;96940;97775;96405;96975;3651328;12864326;5
2020.09.23;97500;97520;95505;95610;3691386;13512361;5
2020.09.24;95400;98080;95300;96980;3700574;13338036;5
2020.09.25;96505;97175;95550;97085;3116503;11995055;5
2020.09.28;98300;98450;94310;94500;3837329;14496498;5
2020.09.29;94615;95520;93220;93465;4167934;15215260;5
2020.09.30;93400;95390;93140;95075;4152087;14268134;5
2020.10.01;95370;95590;93535;95235;3914811;14100737;5
2020.10.02;94500;96040;93120;93300;3853441;13462384;5
2020.10.05;94155;96465;93660;95900;3599535;13163953;5
2020.10.06;96725;97480;95125;95505;4284063;15652472;5
2020.10.07;96240;96435;94760;95790;3842671;14551857;5
2020.10.08;96175;98070;95535;97655;3461569;12557217;5
2020.10.09;97905;98700;97095;97650;3349906;12396421;5
2020.10.13;98180;99050;97210;98080;3674245;14624362;5
2020.10.14;98190;99875;98140;99250;3010646;11129361;5
2020.10.15;98175;99730;97910;99045;3285155;12417593;5
2020.10.16;99340;99435;98280;98700;3214746;12868460;5
2020.10.19;99150;100170;98570;98940;3194968;12871081;5
2020.10.20;99200;100970;99120;100930;3230176;12894073;5
2020.10.21;100500;101875;100280;100710;3480858;13984220;5
2020.10.22;100660;102445;100565;102375;3161866;13173842;5
2020.10.23;102420;102480;101275;101630;2866189;12074176;5
2020.10.26;100845;101970;99940;101355;3127230;13575104;5
2020.10.27;101890;101940;98770;98850;3171418;12470219;5
2020.10.28;98300;98375;95130;95130;4136485;16471100;5
2020.10.29;95235;96895;93555;95765;4584308;17784924;5
2020.10.30;95505;96340;93630;94535;4768849;17825592;5
2020.11.03;96090;96535;95135;95750;4334247;16015680;5
2020.11.04;96155;98470;96155;98390;4217665;16277468;5
2020.11.05;99285;101120;99150;101080;4111266;15979754;5
2020.11.06;100395;101275;99990;101035;3651476;14227438;5
2020.11.09;104115;105355;103250;103250;4435905;16692161;5
2020.11.10;103500;105940;103390;104885;4291293;17472563;5
2020.11.11;105410;105565;104245;105135;3986214;15929994;5
2020.11.12;104855;105250;102145;102900;3912972;15108671;5
2020.11.13;103355;105200;103075;104975;3584020;14050590;5
2020.11.16;106250;106880;105275;106880;3777798;14659233;5
2020.11.17;106250;107935;105915;107500;3717984;14497550;5
2020.11.18;107885;107920;105900;105900;3946998;15904966;5
2020.11.19;105850;107140;105580;106550;3863617;14585566;5
2020.11.20;106845;107115;105705;106200;3322412;12744864;5
2020.11.23;106935;107610;106630;107450;3508594;13659419;5
2020.11.24;108115;110325;107575;110190;3214901;12823173;5
2020.11.25;109550;110715;109300;110060;3610240;13954088;5
2020.11.26;109915;110400;109405;110325;2276736;8057567;5
2020.11.27;110485;111680;110325;110390;2625287;10065517;5
2020.11.30;110075;111065;108830;109495;3454255;13076033;5
2020.12.01;110690;111965;110325;111400;3229466;13581186;5
2020.12.02;111350;112355;110625;111905;3567601;15064119;5
2020.12.03;111805;113440;111750;112450;3736226;14795543;5
2020.12.04;112975;113940;112875;113525;3118817;12527375;5
2020.12.07;113090;114575;112505;113750;3344479;14043464;5
2020.12.08;113120;114385;112750;113750;3765595;14422094;5
2020.12.09;114040;114190;112455;112990;3817013;15949009;5
2020.12.10;113200;115350;112625;115350;3427294;14009262;5
2020.12.11;114350;115550;113915;115180;3471069;13667485;5
2020.12.14;115665;115950;114285;114320;3679146;14639955;5
2020.12.15;114900;116390;114830;116300;3020246;12121188;5
2020.12.16;116590;118340;115655;117870;3082516;13092704;5
2020.12.17;118075;119290;117890;118830;3158180;12978170;5
2020.12.18;118115;119645;117730;118040;3356390;14385870;5
2020.12.21;115815;117290;115085;115900;4038788;16223726;5
2020.12.22;116300;117135;115750;117040;3397789;13800566;5
2020.12.23;117305;118560;117055;117870;2696997;11198220;5
2020.12.28;118500;119615;118330;119550;2322124;9607149;5
2020.12.29;119800;120045;118870;119580;2669247;11429387;5
2020.12.30;119870;120380;119005;119175;2454994;10336680;5
